main_address,rental_type
1025 PORTLAND PL 3,Standard Rental
1025 PORTLAND PL 4,Standard Rental
1031 PORTLAND PL 1,Short Term Rental
1031 PORTLAND PL 2,Standard Rental
1031 PORTLAND PL 3,Standard Rental
1031 PORTLAND PL 3,Standard Rental
1031 PORTLAND PL 3,Standard Rental
1031 PORTLAND PL 3,Standard Rental
1031 PORTLAND PL 5,Standard Rental
1031 PORTLAND PL 6,Standard Rental
1031 PORTLAND PL 8,Standard Rental
948 NORTH ST 11,Standard Rental
948 NORTH ST 16,Standard Rental
948 NORTH ST 17,Standard Rental
948 NORTH ST 20,Standard Rental
948 NORTH ST 21,Standard Rental
635 DEWEY AV,Standard Rental
614 ALPINE AV 2,Standard Rental
618 ALPINE AV,Standard Rental
2444 9TH ST 2,Standard Rental
2444 9TH ST 7,Standard Rental
2444 9TH ST 8,Standard Rental
2444 9TH ST 9,Standard Rental
2444 9TH ST 10,Standard Rental
2420 9TH ST 11,Standard Rental
2420 9TH ST 12,Standard Rental
2420 9TH ST 13,Standard Rental
2420 9TH ST 15,Standard Rental
1140 PORTLAND PL 107,Standard Rental
1140 PORTLAND PL 205,Standard Rental
1140 PORTLAND PL 307,Standard Rental
1140 PORTLAND PL 308,Standard Rental
838 NORTH ST,Standard Rental
834 NORTH ST,Standard Rental
937 MAXWELL AV,Standard Rental
705 NORTH ST,Standard Rental
2937 BROADWAY  1,Standard Rental
2937 BROADWAY 2,Standard Rental
801 DEWEY AV,Standard Rental
660 NORTH ST A,Standard Rental
662 NORTH ST,Standard Rental
2521 BROADWAY  207,Standard Rental
880 ALPINE AV 1,Standard Rental
880 ALPINE AV 2,Standard Rental
880 ALPINE AV 3,Standard Rental
880 ALPINE AV 4,Standard Rental
880 ALPINE AV 5,Standard Rental
880 ALPINE AV 6,Standard Rental
1153 PORTLAND PL 1,Standard Rental
1153 PORTLAND PL 2,Short Term Rental
1155 PORTLAND PL 4,Standard Rental
2503 BROADWAY 5,Short Term Rental
2509 BROADWAY ST 8,Standard Rental
2935 4TH ST,Short Term Rental
2805 4TH ST,Standard Rental
2855 4TH ST,Standard Rental
2825 3RD ST,Standard Rental
2925 3RD ST,Standard Rental
2659 DAKOTA PL,Standard Rental
2605 4TH ST,Short Term Rental
2111 4TH ST,Standard Rental
2201 4TH ST,Short Term Rental
2250 KNOLLWOOD DR,Short Term Rental
275 SPRUCE ST,Standard Rental
285 SPRUCE ST,Standard Rental
256 SPRUCE ST,Standard Rental
260 SPRUCE ST,Standard Rental
266 SPRUCE ST,Standard Rental
270 SPRUCE ST,Standard Rental
274 SPRUCE ST,Standard Rental
208 PEARL ST A,Standard Rental
208 PEARL ST B,Standard Rental
208 PEARL ST D,Standard Rental
208 PEARL ST E,Standard Rental
208 PEARL ST F,Standard Rental
208 PEARL ST G,Standard Rental
208 PEARL ST H,Standard Rental
208 PEARL ST I,Standard Rental
208 PEARL ST J,Standard Rental
208 PEARL ST K,Standard Rental
208 PEARL ST N,Standard Rental
1999 BEACON CT,Standard Rental
1939 BEACON CT,Standard Rental
275 PEARL ST 9,Standard Rental
275 PEARL ST 11,Standard Rental
275 PEARL ST 13,Standard Rental
251 PEARL ST 3,Standard Rental
251 PEARL ST 4,Standard Rental
263 PEARL ST 5,Standard Rental
263 PEARL ST 6,Standard Rental
287 PEARL ST,Short Term Rental
289 PEARL ST,Short Term Rental
297 PEARL ST,Standard Rental
290 SPRUCE ST A,Standard Rental
290 SPRUCE ST B,Standard Rental
1040 PINE ST,Standard Rental
1026 SPRUCE ST,Standard Rental
2026 10TH ST,Standard Rental
1012 SPRUCE ST,Standard Rental
740 SPRUCE ST,Owner Occupied (1 Unit)
700 WALNUT ST,Owner Fee Exempt
1020 MAXWELL AV,Standard Rental
2340 9TH ST,Standard Rental
2336 9TH ST,Short Term Rental
1000 MAXWELL AV,Standard Rental
2341 9TH ST,Standard Rental
2337 9TH ST,Owner Occupied (1 Unit)
834 MAXWELL AVE,Short Term Rental
826 MAXWELL AV,Standard Rental and Short Term Rental
810 MAXWELL AV,Standard Rental
2408 8TH ST,Standard Rental
2448 7TH ST,Standard Rental
2020 5TH ST C,Standard Rental
2436 7TH ST,Short Term Rental
711 MAPLETON AV,Standard Rental
735 MAPLETON AVE,Standard Rental
2427 7TH ST,Standard Rental
2449 6TH ST,Standard Rental
2447 6TH ST,Standard Rental
2443 6TH ST,Short Term Rental
516 MAXWELL AVE,Standard Rental
504 MAXWELL AVE,Standard Rental
2438 5TH ST,Standard Rental
2441 5TH ST,Standard Rental
424 MAXWELL AV,Owner Occupied (1 Unit)
402 MAXWELL AV,Standard Rental
403 MAPLETON AV,Short Term Rental
430 MAPLETON AV,Standard Rental
429 HIGHLAND AVE,Standard Rental
437 HIGHLAND AVE,Standard Rental
520 MAPLETON AV,Standard Rental
511 HIGHLAND AVE,Detached Accessory Dwelling Unit
615 HIGHLAND AV,Short Term Rental
712 MAPLETON AV,Standard Rental
620 HIGHLAND AV,Accessory Dwelling Unit
613 PINE ST,Standard Rental
502 HIGHLAND AV,Accessory Dwelling Unit
454 HIGHLAND AV,Standard Rental
444 HIGHLAND AV,Accessory Dwelling Unit
420 HIGHLAND AVE,Short Term Rental
410 HIGHLAND AVE,Standard Rental
421 PINE ST,Standard Rental
610 MAXWELL AV,Short Term Rental
624 MAXWELL AV,Standard Rental
2440 6TH ST,Standard Rental
2445 7TH ST,Standard Rental
2455 7TH ST,Standard Rental
2450 8TH ST E,Standard Rental
2454 8TH ST C,Standard Rental
2456 8TH ST,Standard Rental
1116 MAXWELL AV,Short Term Rental
1112 MAXWELL AVE,Standard Rental
1044 MAXWELL AVE,Standard Rental
1043 MAPLETON AV,Standard Rental
1035 MAPLETON AV,Standard Rental
1014 MAPLETON AVE,Standard Rental
1002 MAPLETON AVE,Standard Rental
936 MAPLETON AVE,Standard Rental
914 MAPLETON AV,Standard Rental
1027 PINE ST,Standard Rental
1037 PINE ST,Standard Rental
1053 PINE ST,Standard Rental
1045 PINE ST,Standard Rental
1032 PINE ST,Standard Rental
1026 PINE ST,Standard Rental
1005 SPRUCE ST,Owner Occupied (1 Unit)
1018 PINE ST,Standard Rental
1004 PINE ST,Standard Rental
942 PINE ST,Standard Rental
937 SPRUCE ST,Standard Rental and Short Term Rental
916 PINE ST,Standard Rental
2133 9TH ST,Short Term Rental
828 PINE ST,Standard Rental
802 PINE ST,Standard Rental
807 SPRUCE ST,Standard Rental
833 SPRUCE ST,Standard Rental
2031 8TH ST,Standard Rental
844 SPRUCE ST,Standard Rental
820 SPRUCE ST,Short Term Rental
820 SPRUCE ST,Short Term Rental
2025 10TH ST,Standard Rental
946 SPRUCE ST,Standard Rental
934 SPRUCE ST,Standard Rental
922 SPRUCE ST,Owner Occupied (1 Unit)
2020 5TH ST D,Standard Rental
735 PINE ST,Short Term Rental
637 PINE ST,Standard Rental
712 PINE ST,Standard Rental
717 SPRUCE ST,Owner Occupied (1 Unit)
720 SPRUCE ST,Standard Rental
704 SPRUCE ST,Standard Rental
636 SPRUCE ST,Standard Rental
630 PINE ST,Standard Rental
506 PINE ST,Standard Rental
2133 6TH ST,Standard Rental
421 MOUNTAIN VIEW RD,Standard Rental
411 SPRUCE ST,Detached Accessory Dwelling Unit
2110 4TH ST,Standard Rental
612 SPRUCE ST,Standard Rental
520 SPRUCE ST,Short Term Rental
513 PEARL ST,Standard Rental
645 PEARL ST,Standard Rental
709 PEARL ST,Standard Rental
721 PEARL ST,Standard Rental
2041 5TH ST,Short Term Rental
2029 5TH ST,Detached Accessory Dwelling Unit
410 SPRUCE ST,Standard Rental
2036 4TH ST,Standard Rental
2010 4TH ST,Standard Rental
401 PEARL ST,Standard Rental
405 PEARL ST,Standard Rental
301 PEARL ST,Owner Fee Exempt
303 PEARL ST,Owner Fee Exempt
311 PEARL ST,Owner Fee Exempt
313 PEARL ST,Owner Fee Exempt
333 PEARL ST,Owner Fee Exempt
330 PEARL ST,Standard Rental and Short Term Rental
326 PEARL ST,Standard Rental
320 PEARL ST,Owner Accessory Unit
315 CANYON BL,Standard Rental
333 CANYON BL,Standard Rental
1911 4TH ST,Standard Rental
438 PEARL ST,Standard Rental
419 CANYON BL,Owner Occupied OAU & Short Term Dwelling Unit
1911 5TH ST,Standard Rental
1945 6TH ST,Standard Rental
528 PEARL ST,Standard Rental
528 PEARL ST,Standard Rental
508 PEARL ST,Standard Rental
2000 5TH ST A,Standard Rental
2000 5TH ST C,Standard Rental
2020 5TH ST A,Standard Rental
414 MORRISON ALY 1,Standard Rental
424 MORRISON ALY,Short Term Rental
444 MORRISON ALY,Standard Rental
454 MORRISON ALY,Standard Rental
464 MORRISON ALY,Short Term Rental
484 MORRISON ALY,Standard Rental
437 PEARL ST,Short Term Rental
457 PEARL ST,Standard Rental
487 PEARL ST,Standard Rental
397 PEARL ST,Standard Rental
357 PEARL ST,Standard Rental
416 PEARL ST A,Standard Rental
414 PEARL ST B,Short Term Rental
410 PEARL ST D,Standard Rental
733 SPRUCE ST,Short Term Rental
635 WALNUT ST 2,Standard Rental
635 WALNUT ST 3,Standard Rental
635 WALNUT ST 4,Standard Rental
802 MAXWELL AV,Standard Rental
806 MAXWELL AVE 2,Short Term Rental
428 PEARL ST,Standard Rental
430 PEARL ST,Standard Rental
733 PEARL ST 4,Standard Rental
731 PEARL ST,Standard Rental
390 SPRUCE ST,Standard Rental
701 PEARL ST 5,Standard Rental
625 PEARL ST 1,Standard Rental
625 PEARL ST 2,Standard Rental
625 PEARL ST 3,Standard Rental
625 PEARL ST 4,Standard Rental
625 PEARL ST 5,Standard Rental
625 PEARL ST 6,Standard Rental
625 PEARL ST 7,Standard Rental
625 PEARL ST 11,Standard Rental
625 PEARL ST 12,Standard Rental
625 PEARL ST 13,Standard Rental
625 PEARL ST 14,Standard Rental
625 PEARL ST 15,Standard Rental
625 PEARL ST 17,Standard Rental
625 PEARL ST 18,Standard Rental
625 PEARL ST 21,Standard Rental
625 PEARL ST 22,Standard Rental
625 PEARL ST 23,Standard Rental
625 PEARL ST 24,Standard Rental
625 PEARL ST 28,Standard Rental
856 WALNUT ST 2,Standard Rental
854 WALNUT ST A,Standard Rental
854 WALNUT ST C,Standard Rental
854 WALNUT ST D,Standard Rental
420 PEARL ST A,Standard Rental
420 PEARL ST B,Standard Rental
420 PEARL ST C,Standard Rental
420 PEARL ST D,Standard Rental
624 PEARL ST 203,Standard Rental
780 WALNUT ST 13,Standard Rental
780 WALNUT ST C,Standard Rental
780 WALNUT ST 16,Standard Rental
848 WALNUT ST 18,Standard Rental
836 WALNUT ST B,Standard Rental
836 WALNUT ST D,Standard Rental
836 WALNUT ST E,Standard Rental
836 WALNUT ST F,Standard Rental
770 WALNUT ST A,Standard Rental
790 WALNUT ST B,Standard Rental
790 WALNUT ST D,Standard Rental
620 PEARL ST A,Standard Rental
620 PEARL ST C,Standard Rental
620 PEARL ST E,Standard Rental
620 PEARL ST H,Standard Rental
824 WALNUT ST 45,Standard Rental
824 WALNUT ST B,Standard Rental
824 WALNUT ST 47,Standard Rental
824 WALNUT ST D,Standard Rental
824 WALNUT ST 49,Standard Rental
812 WALNUT ST A,Standard Rental
812 WALNUT ST C,Standard Rental
812 WALNUT ST D,Standard Rental
812 WALNUT ST F,Standard Rental
760 WALNUT ST A37,Standard Rental
760 WALNUT ST A38,Standard Rental
760 WALNUT ST A39,Standard Rental
760 WALNUT ST A40,Standard Rental
750 WALNUT ST B41,Standard Rental
750 WALNUT ST C (B43),Standard Rental
557 PEARL ST,Standard Rental
555 PEARL ST,Standard Rental
448 PEARL ST,Standard Rental
1063 MAPLETON AVE,Short Term Rental
433 CANYON BL,Standard Rental
417 MAPLETON AVE A,Standard Rental
417 MAPLETON AV C,Standard Rental
429 MAPLETON AV A,Standard Rental
840 PEARL ST C,Standard Rental
840 PEARL ST D,Standard Rental
842 PEARL ST E,Standard Rental
842 PEARL ST F,Standard Rental
842 PEARL ST G,Standard Rental
842 PEARL ST H,Standard Rental
842 PEARL ST I,Standard Rental
726 PEARL ST B,Standard Rental
2442 4TH ST 101,Standard Rental
2442 4TH ST 102,Standard Rental
2442 4TH ST 201,Standard Rental
2442 4TH ST 202,Standard Rental
608 PEARL ST B,Standard Rental
608 PEARL ST C,Standard Rental
608 PEARL ST D,Standard Rental
900 PEARL ST 205,Standard Rental
900 PEARL ST 301,Standard Rental
900 PEARL ST 207,Standard Rental
430 MAXWELL AV,Standard Rental
432 MAXWELL AV,Standard Rental
901 PEARL ST 202,Standard Rental
901 PEARL ST 302,Standard Rental
2436 4TH ST,Standard Rental
303 CANYON BLVD A,Standard Rental
932 ARAPAHOE AVE,Standard Rental and Short Term Rental
1515 9TH ST,Standard Rental
1505 9TH ST,Standard Rental
829 UNIVERSITY AV,Standard Rental
821 UNIVERSITY AV,Standard Rental
801 UNIVERSITY AV,Standard Rental
744 MARINE ST,Owner Fee Exempt
730 MARINE ST,Standard Rental
720 MARINE ST,Standard Rental
716 MARINE ST,Standard Rental
710 MARINE ST,Standard Rental
1580 7TH ST,Standard Rental
1526 7TH ST,Standard Rental
649 UNIVERSITY AV,Standard Rental
1515 7TH ST,Owner Occupied (1 Unit)
1517 7TH ST,Short Term Rental
654 MARINE ST,Standard Rental
646 MARINE ST,Standard Rental
636 MARINE ST C,Short Term Rental
636 MARINE ST,Standard Rental
631 UNIVERSITY AV,Standard Rental
642 UNIVERSITY AVE,Standard Rental
618 UNIVERSITY AVE,Short Term Rental
610 UNIVERSITY AV,Owner Occupied (1 Unit)
560 UNIVERSITY AV,Standard Rental
530 UNIVERSITY AV,Standard Rental
525 PLEASANT ST,Standard Rental and Short Term Rental
619 PLEASANT ST,Owner Occupied (1 Unit)
625 PLEASANT ST,Owner Occupied (1 Unit)
653 PLEASANT ST,Owner Occupied (1 Unit)
530 PLEASANT ST,Standard Rental
921 MARINE ST,Owner Fee Exempt
909 MARINE ST,Standard Rental
905 MARINE ST,Standard Rental
1622 9TH ST,Short Term Rental
1630 9TH ST,Standard Rental
951 ARAPAHOE AVE,Owner Fee Exempt
465 ARAPAHOE AV,Owner Occupied (1 Unit)
459 ARAPAHOE AV,Standard Rental
455 ARAPAHOE AV,Owner Occupied (1 Unit)
521 ARAPAHOE AVE,Short Term Rental
574 ARAPAHOE AV,Standard Rental
1635 6TH ST,Standard Rental
1615 6TH ST,Owner Occupied (1 Unit)
527 MARINE ST,Standard Rental
517 MARINE ST,Standard Rental and Short Term Rental
505 MARINE ST,Owner Occupied (1 Unit)
1631 6TH ST,Standard Rental
551 MARINE ST,Standard Rental
494 ARAPAHOE AV,Accessory Dwelling Unit
432 ARAPAHOE AVE,Standard Rental
408 ARAPAHOE AV,Standard Rental
1640 4TH ST,Standard Rental
1628 4TH ST,Standard Rental
1606 4TH ST,Short Term Rental
482 MARINE ST,Standard Rental
1527 5TH ST,Standard Rental and Short Term Rental
466 MARINE ST,Short Term Rental
450 MARINE ST,Short Term Rental
432 MARINE ST,Owner Occupied (1 Unit)
404 MARINE ST,Standard Rental
1551 6TH ST,Standard Rental
1521 6TH ST,Standard Rental
1501 6TH ST,Standard Rental
569 UNIVERSITY AVE,Short Term Rental
558 MARINE ST,Owner Occupied (1 Unit)
561 UNIVERSITY AV,Short Term Rental
545 UNIVERSITY AV,Standard Rental
529 UNIVERSITY AVE,Standard Rental
513 UNIVERSITY AV,Standard Rental
1680 6TH ST,Owner Occupied (1 Unit)
604 MARINE ST,Standard Rental
616 MARINE ST,Standard Rental
611 UNIVERSITY AV,Standard Rental
1504 6TH ST,Standard Rental
645 ARAPAHOE AV,Standard Rental
701 ARAPAHOE AV,Standard Rental
725 ARAPAHOE AV,Standard Rental
944 ARAPAHOE AV,Standard Rental
938 ARAPAHOE AVE,Standard Rental
926 MARINE ST,Standard Rental
920 MARINE ST,Standard Rental
912 MARINE ST,Standard Rental
902 MARINE ST,Standard Rental
1544 9TH ST,Standard Rental
905 GRANDVIEW AVE,Standard Rental
925 GRANDVIEW AVE,Owner Occupied (1 Unit)
1567 9TH ST,Standard Rental
1557 9TH ST,Standard Rental
828 MARINE ST,Standard Rental
818 MARINE ST,Standard Rental
802 MARINE ST,Standard Rental
1544 8TH ST,Standard Rental
1547 9TH ST,Standard Rental
1537 9TH ST,Standard Rental
1525 9TH ST,Short Term Rental
1516 8TH ST,Standard Rental
1655 9TH ST,Standard Rental
806 ARAPAHOE AV,Standard Rental
716 ARAPAHOE AV,Standard Rental
708 ARAPAHOE AV,Standard Rental
705 MARINE ST,Standard Rental
715 MARINE ST,Standard Rental
723 MARINE ST,Standard Rental
743 MARINE ST,Detached Accessory Dwelling Unit
753 MARINE ST,Standard Rental
803 MARINE ST,Standard Rental
811 MARINE ST,Standard Rental
833 MARINE ST,Standard Rental
843 MARINE ST,Standard Rental
1611 9TH ST,Standard Rental
1621 9TH ST,Standard Rental
812 ARAPAHOE AV,Standard Rental
800 ARAPAHOE AVE,Short Term Rental
650 ARAPAHOE AV,Standard Rental
640 ARAPAHOE AV,Standard Rental
636 ARAPAHOE AV,Standard Rental
619 MARINE ST,Standard Rental
635 MARINE ST,Standard Rental
655 MARINE ST,Attached Accessory Dwelling Unit
735 UNIVERSITY AV,Owner Occupied (1 Unit)
769 UNIVERSITY AV,Owner Occupied (1 Unit)
916 GRANDVIEW AV,Standard Rental
1518 9TH ST,Standard Rental
907 UNIVERSITY AV,Standard Rental
648 UNIVERSITY AV,Standard Rental
740 UNIVERSITY AV,Standard Rental
1310 7TH ST,Standard Rental
775 PLEASANT ST,Standard Rental
802 UNIVERSITY AV,Standard Rental
828 UNIVERSITY AV,Standard Rental
842 UNIVERSITY AV,Standard Rental
874 UNIVERSITY AV,Standard Rental
874 UNIVERSITY AV,Standard Rental
1312 8TH ST,Standard Rental
1301 9TH ST,Standard Rental
638 PLEASANT ST,Standard Rental
656 PLEASANT ST,Standard Rental
658 PLEASANT ST,Standard Rental and Short Term Rental
1230 DEAN PL,Owner Occupied (1 Unit)
633 PENNSYLVANIA AV,Standard Rental
631 PENNSYLVANIA AV,Standard Rental
1231 7TH ST,Standard Rental
735 COLLEGE AV,Accessory Dwelling Unit
745 COLLEGE AV,Standard Rental
620 PENNSYLVANIA AV,Standard Rental
680 PENNSYLVANIA AV,Standard Rental
633 COLLEGE AVE,Standard Rental
1344 6TH ST,Standard Rental
1330 6TH ST,Standard Rental
1212 6TH ST,Standard Rental
1170 6TH ST,Standard Rental
1110 6TH ST,Standard Rental
1228 JAY ST,Standard Rental
1224 JAY ST,Standard Rental
1223 6TH ST,Short Term Rental
508 HAPGOOD ST,Owner Occupied (1 Unit)
504 HAPGOOD ST,Owner Occupied (1 Unit)
1160 JAY ST,Standard Rental
1154 JAY ST,Standard Rental and Short Term Rental
1115 6TH ST,Short Term Rental
1141 6TH ST,Standard Rental
1161 6TH ST,Standard Rental
1155 JAY ST,Standard Rental
500 HAPGOOD ST,Standard Rental
508 PLEASANT ST,Short Term Rental
504 PLEASANT ST,Standard Rental
416 PLEASANT ST,Standard Rental
405 HAPGOOD ST,Short Term Rental
501 HAPGOOD ST,Standard Rental
519 HAPGOOD ST,Standard Rental
513 PLEASANT ST,Short Term Rental
1342 MARSHALL ST,Standard Rental
600 ARAPAHOE AV 3,Standard Rental
600 ARAPAHOE AV 5,Standard Rental
600 ARAPAHOE AVE 6,Short Term Rental
600 ARAPAHOE AV  7,Standard Rental
600 ARAPAHOE AV 8,Standard Rental
715 ARAPAHOE AV 1,Standard Rental
715 ARAPAHOE AV 3,Standard Rental
715 ARAPAHOE AVE 4,Standard Rental
715 ARAPAHOE AV 6,Standard Rental
745 ARAPAHOE AV 102,Standard Rental
745 ARAPAHOE AV 201,Standard Rental
745 ARAPAHOE AVE 202,Standard Rental
745 ARAPAHOE AV 203,Standard Rental
745 ARAPAHOE AV 302,Standard Rental
454 ARAPAHOE AV,Standard Rental
1616 7TH ST,Standard Rental
709 PLEASANT ST,Short Term Rental
711 PLEASANT ST,Short Term Rental
1641 9TH ST 2,Standard Rental
1643 9TH ST 3,Standard Rental
733 MARINE ST 1,Standard Rental
733 MARINE ST 2,Standard Rental
733 MARINE ST 3,Standard Rental
733 MARINE ST 4,Standard Rental
733 MARINE ST 5,Standard Rental
733 MARINE ST 6,Standard Rental
733 MARINE ST 7,Standard Rental
733 MARINE ST 8,Standard Rental
627 MARINE ST,Standard Rental
625 MARINE ST,Standard Rental
623 MARINE ST,Standard Rental
1705 7TH ST,Standard Rental
1725 7TH ST,Standard Rental
658 MARINE ST,Standard Rental
1638 9TH ST,Standard Rental
1636 9TH ST,Standard Rental
1648 9TH ST,Standard Rental
1650 9TH ST,Standard Rental
704 ARAPAHOE AV,Standard Rental
1650 7TH ST,Standard Rental
865 ARAPAHOE AV,Standard Rental
614 STREAMSIDE LN,Standard Rental
624 MARINE ST 1,Standard Rental
624 MARINE ST 2,Standard Rental
624 MARINE ST 3,Standard Rental
626 MARINE ST 4,Standard Rental
626 MARINE ST 5,Standard Rental
626 MARINE ST 6,Standard Rental
1634 7TH ST 1,Short Term Rental
1634 7TH ST 3,Standard Rental
576 UNIVERSITY AV,Standard Rental
359 ARAPAHOE AV,Standard Rental
1625 4TH ST,Standard Rental
400 MARINE ST,Owner Occupied (1 Unit)
361 ARAPAHOE AV,Standard Rental
350 ARAPAHOE AVE 1,Short Term Rental
350 ARAPAHOE AV 5,Standard Rental
350 ARAPAHOE AV 7,Standard Rental
350 ARAPAHOE AV 8,Standard Rental
350 ARAPAHOE AV 9,Standard Rental
350 ARAPAHOE AV 10,Standard Rental
350 ARAPAHOE AV 11,Standard Rental
350 ARAPAHOE AV 12,Standard Rental
350 ARAPAHOE AV 13,Standard Rental
350 ARAPAHOE AV 14,Standard Rental
350 ARAPAHOE AVE 17,Short Term Rental
350 ARAPAHOE AV 19,Standard Rental
350 ARAPAHOE AV 22,Standard Rental
350 ARAPAHOE AVE 23,Standard Rental
1633 4TH ST A,Standard Rental
1633 4TH ST B,Standard Rental
1633 4TH ST D,Standard Rental
1633 4TH ST E,Standard Rental
337 ARAPAHOE AV 204,Standard Rental
315 ARAPAHOE AV 101,Standard Rental
401 ARAPAHOE AVE,Standard Rental
369 ARAPAHOE AV,Owner Occupied (1 Unit)
1641 4TH ST 3,Standard Rental
1074 ROSEHILL DR,Standard Rental
1099 GILBERT ST,Standard Rental
1045 GILBERT ST,Standard Rental
403 CLEVELAND PL,Short Term Rental
550 COLLEGE AVE,Standard Rental
1025 6TH ST,Standard Rental
1025 6TH ST,Standard Rental
1030 ROSE HILL DR,Accessory Dwelling Unit
975 8TH ST,Standard Rental
965 8TH ST,Owner Occupied (1 Unit)
955 8TH ST,Short Term Rental
927 8TH ST,Standard Rental
917 8TH ST,Standard Rental
954 7TH ST,Standard Rental
921 7TH ST,Standard Rental
923 7TH ST,Standard Rental
990 ROSE HILL DR,Standard Rental
1087 9TH ST,Standard Rental
1077 9TH ST,Standard Rental
1067 9TH ST,Standard Rental
1061 9TH ST,Standard Rental
1055 9TH ST,Standard Rental
1043 9TH ST,Standard Rental
1037 9TH ST,Standard Rental
1011 9TH ST,Standard Rental
1060 GRANT PL,Standard Rental
977 9TH ST,Owner Occupied (1 Unit)
951 9TH ST,Standard Rental
945 9TH ST,Standard Rental
935 9TH ST,Standard Rental
921 9TH ST,Standard Rental
912 GRANT PL,Owner Occupied (1 Unit)
936 GRANT PL,Attached Accessory Dwelling Unit
978 GRANT PL,Standard Rental
957 9TH ST,Owner Occupied (1 Unit)
953 GRANT PL,Standard Rental
807 AURORA AV,Owner Occupied (1 Unit)
934 8TH ST,Standard Rental
954 8TH ST,Standard Rental
826 COLLEGE AV,Standard Rental
1073 GRANT PL,Attached Accessory Dwelling Unit
1035 GRANT PL,Standard Rental
1001 GRANT PL,Owner Occupied (1 Unit)
1076 8TH ST,Standard Rental
875 9TH ST,Standard Rental
827 9TH ST,Standard Rental
819 9TH ST,Standard Rental
836 GRANT PL,Accessory Dwelling Unit
840 CASCADE AV,Standard Rental
739 GRANT PL,Short Term Rental
711 GRANT PL,Standard Rental
728 8TH ST,Standard Rental
883 GRANT PL,Standard Rental
875 GRANT PL,Standard Rental
855 GRANT PL,Standard Rental
845 GRANT PL,Standard Rental
829 GRANT PL,Standard Rental
870 8TH ST,Standard Rental
707 CASCADE AV,Standard Rental
709 BASELINE RD,Limited Accessory Unit
744 7TH ST,Accessory Dwelling Unit
730 6TH ST,Short Term Rental
825 7TH ST,Standard Rental
853 8TH ST,Short Term Rental
